Summary_Level,State_Code_FIPS,County_Code_FIPS,Area_Name
050,42,007,Beaver County
050,42,009,Bedford County
050,42,011,Berks County
050,42,013,Blair County
050,42,015,Bradford County
050,42,017,Bucks County
050,42,019,Butler County
050,42,021,Cambria County
050,42,023,Cameron County
050,42,025,Carbon County
050,42,027,Centre County
050,42,029,Chester County
050,42,031,Clarion County
050,42,033,Clearfield County
050,42,035,Clinton County
050,42,037,Columbia County
050,42,039,Crawford County
050,42,041,Cumberland County
050,42,043,Dauphin County
050,42,045,Delaware County
050,42,047,Elk County
050,42,049,Erie County
050,42,051,Fayette County
050,42,053,Forest County
050,42,055,Franklin County
050,42,057,Fulton County
050,42,059,Greene County
050,42,061,Huntingdon County
050,42,063,Indiana County
050,42,065,Jefferson County
050,42,067,Juniata County
050,42,069,Lackawanna County
050,42,071,Lancaster County
050,42,073,Lawrence County
050,42,075,Lebanon County
050,42,077,Lehigh County
050,42,079,Luzerne County
050,42,081,Lycoming County
050,42,083,McKean County
050,42,085,Mercer County
050,42,087,Mifflin County
050,42,089,Monroe County
050,42,091,Montgomery County
050,42,093,Montour County
050,42,095,Northampton County
050,42,097,Northumberland County
050,42,099,Perry County
050,42,101,Philadelphia County
050,42,103,Pike County
050,42,105,Potter County
050,42,107,Schuylkill County
050,42,109,Snyder County
050,42,111,Somerset County
050,42,113,Sullivan County
050,42,115,Susquehanna County
050,42,117,Tioga County
050,42,119,Union County
050,42,121,Venango County
050,42,123,Warren County
050,42,125,Washington County
050,42,127,Wayne County
050,42,129,Westmoreland County
050,42,131,Wyoming County
050,42,133,York County
040,44,000,Rhode Island
050,44,001,Bristol County
050,44,003,Kent County
050,44,005,Newport County
050,44,007,Providence County
050,44,009,Washington County
040,45,000,South Carolina
050,45,001,Abbeville County
050,45,003,Aiken County
050,45,005,Allendale County
050,45,007,Anderson County
050,45,009,Bamberg County
050,45,011,Barnwell County
050,45,013,Beaufort County
050,45,015,Berkeley County
050,45,017,Calhoun County
050,45,019,Charleston County
050,45,021,Cherokee County
050,45,023,Chester County
050,45,025,Chesterfield County
050,45,027,Clarendon County
050,45,029,Colleton County
050,45,031,Darlington County
050,45,033,Dillon County
050,45,035,Dorchester County
050,45,037,Edgefield County
050,45,039,Fairfield County
050,45,041,Florence County
050,45,043,Georgetown County
050,45,045,Greenville County
050,45,047,Greenwood County
050,45,049,Hampton County
050,45,051,Horry County
050,45,053,Jasper County
050,45,055,Kershaw County
050,45,057,Lancaster County
050,45,059,Laurens County
050,45,061,Lee County
050,45,063,Lexington County
050,45,065,McCormick County
050,45,067,Marion County
050,45,069,Marlboro County
050,45,071,Newberry County
050,45,073,Oconee County
050,45,075,Orangeburg County
050,45,077,Pickens County
050,45,079,Richland County
050,45,081,Saluda County
050,45,083,Spartanburg County
050,45,085,Sumter County
050,45,087,Union County
050,45,089,Williamsburg County
050,45,091,York County
040,46,000,South Dakota
050,46,003,Aurora County
050,46,005,Beadle County
050,46,007,Bennett County
050,46,009,Bon Homme County
050,46,011,Brookings County
050,46,013,Brown County
050,46,015,Brule County
050,46,017,Buffalo County
050,46,019,Butte County
050,46,021,Campbell County
050,46,023,Charles Mix County
050,46,025,Clark County
050,46,027,Clay County
050,46,029,Codington County
050,46,031,Corson County
050,46,033,Custer County
050,46,035,Davison County
050,46,037,Day County
050,46,039,Deuel County
050,46,041,Dewey County
050,46,043,Douglas County
050,46,045,Edmunds County
050,46,047,Fall River County
050,46,049,Faulk County
050,46,051,Grant County
050,46,053,Gregory County
050,46,055,Haakon County
050,46,057,Hamlin County
050,46,059,Hand County
050,46,061,Hanson County
050,46,063,Harding County
050,46,065,Hughes County
050,46,067,Hutchinson County
050,46,069,Hyde County
050,46,071,Jackson County
050,46,073,Jerauld County
050,46,075,Jones County
050,46,077,Kingsbury County
050,46,079,Lake County
050,46,081,Lawrence County
050,46,083,Lincoln County
050,46,085,Lyman County
050,46,087,McCook County
050,46,089,McPherson County
050,46,091,Marshall County
050,46,093,Meade County
050,46,095,Mellette County
050,46,097,Miner County
050,46,099,Minnehaha County
050,46,101,Moody County
050,46,102,Oglala Lakota County
050,46,103,Pennington County
050,46,105,Perkins County
050,46,107,Potter County
050,46,109,Roberts County
050,46,111,Sanborn County
050,46,115,Spink County
050,46,117,Stanley County
050,46,119,Sully County
050,46,121,Todd County
050,46,123,Tripp County
050,46,125,Turner County
050,46,127,Union County
050,46,129,Walworth County
050,46,135,Yankton County
050,46,137,Ziebach County
040,47,000,Tennessee
050,47,001,Anderson County
050,47,003,Bedford County
050,47,005,Benton County
050,47,007,Bledsoe County
050,47,009,Blount County
050,47,011,Bradley County
050,47,013,Campbell County
050,47,015,Cannon County
050,47,017,Carroll County
050,47,019,Carter County
050,47,021,Cheatham County
050,47,023,Chester County
050,47,025,Claiborne County
050,47,027,Clay County
050,47,029,Cocke County
050,47,031,Coffee County
050,47,033,Crockett County
050,47,035,Cumberland County
050,47,037,Davidson County
050,47,039,Decatur County
050,47,041,DeKalb County
050,47,043,Dickson County
050,47,045,Dyer County
050,47,047,Fayette County
050,47,049,Fentress County
050,47,051,Franklin County
050,47,053,Gibson County
050,47,055,Giles County
050,47,057,Grainger County
050,47,059,Greene County
050,47,061,Grundy County
050,47,063,Hamblen County
050,47,065,Hamilton County
050,47,067,Hancock County
050,47,069,Hardeman County
050,47,071,Hardin County
050,47,073,Hawkins County
050,47,075,Haywood County
050,47,077,Henderson County
050,47,079,Henry County
050,47,081,Hickman County
050,47,083,Houston County
050,47,085,Humphreys County
050,47,087,Jackson County
050,47,089,Jefferson County
050,47,091,Johnson County
050,47,093,Knox County
050,47,095,Lake County
050,47,097,Lauderdale County
050,47,099,Lawrence County
050,47,101,Lewis County
050,47,103,Lincoln County
050,47,105,Loudon County
050,47,107,McMinn County
050,47,109,McNairy County
050,47,111,Macon County
050,47,113,Madison County
050,47,115,Marion County
050,47,117,Marshall County
050,47,119,Maury County
050,47,121,Meigs County
050,47,123,Monroe County
050,47,125,Montgomery County
050,47,127,Moore County
050,47,129,Morgan County
050,47,131,Obion County
050,47,133,Overton County
050,47,135,Perry County
050,47,137,Pickett County
050,47,139,Polk County
050,47,141,Putnam County
050,47,143,Rhea County
050,47,145,Roane County
050,47,147,Robertson County
050,47,149,Rutherford County
050,47,151,Scott County
050,47,153,Sequatchie County
050,47,155,Sevier County
050,47,157,Shelby County
050,47,159,Smith County
050,47,161,Stewart County
050,47,163,Sullivan County
050,47,165,Sumner County
050,47,167,Tipton County
050,47,169,Trousdale County
050,47,171,Unicoi County
050,47,173,Union County
050,47,175,Van Buren County
050,47,177,Warren County
050,47,179,Washington County
050,47,181,Wayne County
050,47,183,Weakley County
050,47,185,White County
050,47,187,Williamson County
050,47,189,Wilson County
040,48,000,Texas
050,48,001,Anderson County
050,48,003,Andrews County
050,48,005,Angelina County
050,48,007,Aransas County
050,48,009,Archer County
050,48,011,Armstrong County
050,48,013,Atascosa County
050,48,015,Austin County
050,48,017,Bailey County
050,48,019,Bandera County
050,48,021,Bastrop County
050,48,023,Baylor County
050,48,025,Bee County
050,48,027,Bell County
050,48,029,Bexar County
050,48,031,Blanco County
050,48,033,Borden County
050,48,035,Bosque County
050,48,037,Bowie County
050,48,039,Brazoria County
050,48,041,Brazos County
050,48,043,Brewster County
050,48,045,Briscoe County
050,48,047,Brooks County
050,48,049,Brown County
050,48,051,Burleson County
050,48,053,Burnet County
050,48,055,Caldwell County
050,48,057,Calhoun County
050,48,059,Callahan County
050,48,061,Cameron County
050,48,063,Camp County
050,48,065,Carson County
050,48,067,Cass County
050,48,069,Castro County
050,48,071,Chambers County
050,48,073,Cherokee County
050,48,075,Childress County
050,48,077,Clay County
050,48,079,Cochran County
050,48,081,Coke County
050,48,083,Coleman County
050,48,085,Collin County
050,48,087,Collingsworth County
050,48,089,Colorado County
050,48,091,Comal County
050,48,093,Comanche County
050,48,095,Concho County
050,48,097,Cooke County
050,48,099,Coryell County
050,48,101,Cottle County
050,48,103,Crane County
050,48,105,Crockett County
050,48,107,Crosby County
050,48,109,Culberson County
050,48,111,Dallam County
050,48,113,Dallas County
050,48,115,Dawson County
050,48,117,Deaf Smith County
050,48,119,Delta County
050,48,121,Denton County
050,48,123,DeWitt County
050,48,125,Dickens County
050,48,127,Dimmit County
050,48,129,Donley County
050,48,131,Duval County
050,48,133,Eastland County
050,48,135,Ector County
050,48,137,Edwards County
050,48,139,Ellis County
050,48,141,El Paso County
050,48,143,Erath County
050,48,145,Falls County
050,48,147,Fannin County
050,48,149,Fayette County
050,48,151,Fisher County
050,48,153,Floyd County
050,48,155,Foard County
050,48,157,Fort Bend County
050,48,159,Franklin County
050,48,161,Freestone County
050,48,163,Frio County
050,48,165,Gaines County
050,48,167,Galveston County
050,48,169,Garza County
050,48,171,Gillespie County
050,48,173,Glasscock County
050,48,175,Goliad County
050,48,177,Gonzales County
050,48,179,Gray County
050,48,181,Grayson County
050,48,183,Gregg County
050,48,185,Grimes County
050,48,187,Guadalupe County
050,48,189,Hale County
050,48,191,Hall County
050,48,193,Hamilton County
050,48,195,Hansford County
050,48,197,Hardeman County
050,48,199,Hardin County
050,48,201,Harris County
050,48,203,Harrison County
050,48,205,Hartley County
050,48,207,Haskell County
050,48,209,Hays County
050,48,211,Hemphill County
050,48,213,Henderson County
050,48,215,Hidalgo County
050,48,217,Hill County
050,48,219,Hockley County
050,48,221,Hood County
050,48,223,Hopkins County
050,48,225,Houston County
050,48,227,Howard County
050,48,229,Hudspeth County
050,48,231,Hunt County
050,48,233,Hutchinson County
050,48,235,Irion County
050,48,237,Jack County
050,48,239,Jackson County
050,48,241,Jasper County
050,48,243,Jeff Davis County
050,48,245,Jefferson County
050,48,247,Jim Hogg County
050,48,249,Jim Wells County
050,48,251,Johnson County
050,48,253,Jones County
050,48,255,Karnes County
050,48,257,Kaufman County
050,48,259,Kendall County
050,48,261,Kenedy County
050,48,263,Kent County
050,48,265,Kerr County
050,48,267,Kimble County
050,48,269,King County
050,48,271,Kinney County
050,48,273,Kleberg County
050,48,275,Knox County
050,48,277,Lamar County
050,48,279,Lamb County
050,48,281,Lampasas County
050,48,283,La Salle County
050,48,285,Lavaca County
050,48,287,Lee County
050,48,289,Leon County
050,48,291,Liberty County
050,48,293,Limestone County
050,48,295,Lipscomb County
050,48,297,Live Oak County
050,48,299,Llano County
050,48,301,Loving County
050,48,303,Lubbock County
050,48,305,Lynn County
050,48,307,McCulloch County
050,48,309,McLennan County
050,48,311,McMullen County
050,48,313,Madison County
050,48,315,Marion County
050,48,317,Martin County
050,48,319,Mason County
050,48,321,Matagorda County
050,48,323,Maverick County
050,48,325,Medina County
050,48,327,Menard County
050,48,329,Midland County
050,48,331,Milam County
050,48,333,Mills County
050,48,335,Mitchell County
050,48,337,Montague County
050,48,339,Montgomery County
050,48,341,Moore County
050,48,343,Morris County
050,48,345,Motley County
050,48,347,Nacogdoches County
050,48,349,Navarro County
050,48,351,Newton County
050,48,353,Nolan County
050,48,355,Nueces County
050,48,357,Ochiltree County
050,48,359,Oldham County
050,48,361,Orange County
050,48,363,Palo Pinto County
050,48,365,Panola County
050,48,367,Parker County
050,48,369,Parmer County
050,48,371,Pecos County
050,48,373,Polk County
050,48,375,Potter County
050,48,377,Presidio County
050,48,379,Rains County
050,48,381,Randall County
050,48,383,Reagan County
050,48,385,Real County
050,48,387,Red River County
050,48,389,Reeves County
050,48,391,Refugio County
050,48,393,Roberts County
050,48,395,Robertson County
050,48,397,Rockwall County
050,48,399,Runnels County
050,48,401,Rusk County
050,48,403,Sabine County
050,48,405,San Augustine County
050,48,407,San Jacinto County
050,48,409,San Patricio County
050,48,411,San Saba County
050,48,413,Schleicher County
050,48,415,Scurry County
050,48,417,Shackelford County
050,48,419,Shelby County
050,48,421,Sherman County
050,48,423,Smith County
050,48,425,Somervell County
050,48,427,Starr County
050,48,429,Stephens County
050,48,431,Sterling County
050,48,433,Stonewall County
050,48,435,Sutton County
050,48,437,Swisher County
050,48,439,Tarrant County
050,48,441,Taylor County
050,48,443,Terrell County
050,48,445,Terry County
050,48,447,Throckmorton County
050,48,449,Titus County
050,48,451,Tom Green County
050,48,453,Travis County
050,48,455,Trinity County
050,48,457,Tyler County
050,48,459,Upshur County
050,48,461,Upton County
050,48,463,Uvalde County
050,48,465,Val Verde County
050,48,467,Van Zandt County
050,48,469,Victoria County
050,48,471,Walker County
050,48,473,Waller County
050,48,475,Ward County
050,48,477,Washington County
050,48,479,Webb County
050,48,481,Wharton County
050,48,483,Wheeler County
050,48,485,Wichita County
050,48,487,Wilbarger County
050,48,489,Willacy County
050,48,491,Williamson County
050,48,493,Wilson County
050,48,495,Winkler County
050,48,497,Wise County
050,48,499,Wood County
050,48,501,Yoakum County
050,48,503,Young County
050,48,505,Zapata County
050,48,507,Zavala County
040,49,000,Utah
050,49,001,Beaver County
050,49,003,Box Elder County
050,49,005,Cache County
050,49,007,Carbon County
050,49,009,Daggett County
050,49,011,Davis County
050,49,013,Duchesne County
050,49,015,Emery County
050,49,017,Garfield County
050,49,019,Grand County
050,49,021,Iron County
050,49,023,Juab County
050,49,025,Kane County
050,49,027,Millard County
050,49,029,Morgan County
050,49,031,Piute County
050,49,033,Rich County
050,49,035,Salt Lake County
050,49,037,San Juan County
050,49,039,Sanpete County
050,49,041,Sevier County
050,49,043,Summit County
050,49,045,Tooele County
050,49,047,Uintah County
050,49,049,Utah County
050,49,051,Wasatch County
050,49,053,Washington County
050,49,055,Wayne County
050,49,057,Weber County
040,50,000,Vermont
050,50,001,Addison County
050,50,003,Bennington County
050,50,005,Caledonia County
050,50,007,Chittenden County
050,50,009,Essex County
050,50,011,Franklin County
050,50,013,Grand Isle County
050,50,015,Lamoille County
050,50,017,Orange County
050,50,019,Orleans County
050,50,021,Rutland County
050,50,023,Washington County
050,50,025,Windham County
050,50,027,Windsor County
040,51,000,Virginia
050,51,001,Accomack County
050,51,003,Albemarle County
050,51,005,Alleghany County
050,51,007,Amelia County
050,51,009,Amherst County
050,51,011,Appomattox County
050,51,013,Arlington County
050,51,015,Augusta County
050,51,017,Bath County
050,51,019,Bedford County
050,51,021,Bland County
050,51,023,Botetourt County
050,51,025,Brunswick County
050,51,027,Buchanan County
050,51,029,Buckingham County
050,51,031,Campbell County
050,51,033,Caroline County
050,51,035,Carroll County
050,51,036,Charles City County
050,51,037,Charlotte County
050,51,041,Chesterfield County
050,51,043,Clarke County
050,51,045,Craig County
050,51,047,Culpeper County
050,51,049,Cumberland County
050,51,051,Dickenson County
050,51,053,Dinwiddie County
050,51,057,Essex County
050,51,059,Fairfax County
050,51,061,Fauquier County
050,51,063,Floyd County
050,51,065,Fluvanna County
050,51,067,Franklin County
050,51,069,Frederick County
050,51,071,Giles County
050,51,073,Gloucester County
050,51,075,Goochland County
050,51,077,Grayson County
050,51,079,Greene County
050,51,081,Greensville County
050,51,083,Halifax County
050,51,085,Hanover County
050,51,087,Henrico County
050,51,089,Henry County
050,51,091,Highland County
050,51,093,Isle of Wight County
050,51,095,James City County
050,51,097,King and Queen County
050,51,099,King George County
050,51,101,King William County
050,51,103,Lancaster County
050,51,105,Lee County
050,51,107,Loudoun County
050,51,109,Louisa County
050,51,111,Lunenburg County
050,51,113,Madison County
050,51,115,Mathews County
050,51,117,Mecklenburg County
050,51,119,Middlesex County
050,51,121,Montgomery County
050,51,125,Nelson County
050,51,127,New Kent County
050,51,131,Northampton County
050,51,133,Northumberland County
050,51,135,Nottoway County
050,51,137,Orange County
050,51,139,Page County
050,51,141,Patrick County
050,51,143,Pittsylvania County
050,51,145,Powhatan County
050,51,147,Prince Edward County
050,51,149,Prince George County
050,51,153,Prince William County
050,51,155,Pulaski County
050,51,157,Rappahannock County
050,51,159,Richmond County
050,51,161,Roanoke County
050,51,163,Rockbridge County
050,51,165,Rockingham County
050,51,167,Russell County
050,51,169,Scott County
050,51,171,Shenandoah County
050,51,173,Smyth County
050,51,175,Southampton County
050,51,177,Spotsylvania County
050,51,179,Stafford County
050,51,181,Surry County
050,51,183,Sussex County
050,51,185,Tazewell County
050,51,187,Warren County
050,51,191,Washington County
050,51,193,Westmoreland County
050,51,195,Wise County
050,51,197,Wythe County
050,51,199,York County
050,51,510,Alexandria city
050,51,520,Bristol city
050,51,530,Buena Vista city
050,51,540,Charlottesville city
050,51,550,Chesapeake city
050,51,570,Colonial Heights city
050,51,580,Covington city
050,51,590,Danville city
050,51,595,Emporia city
050,51,600,Fairfax city
050,51,610,Falls Church city
050,51,620,Franklin city
050,51,630,Fredericksburg city
050,51,640,Galax city
050,51,650,Hampton city
050,51,660,Harrisonburg city
050,51,670,Hopewell city
050,51,678,Lexington city
050,51,680,Lynchburg city
050,51,683,Manassas city
050,51,685,Manassas Park city
050,51,690,Martinsville city
050,51,700,Newport News city
050,51,710,Norfolk city
050,51,720,Norton city
050,51,730,Petersburg city
050,51,735,Poquoson city
050,51,740,Portsmouth city
050,51,750,Radford city
050,51,760,Richmond city
050,51,770,Roanoke city
050,51,775,Salem city
050,51,790,Staunton city
050,51,800,Suffolk city
050,51,810,Virginia Beach city
050,51,820,Waynesboro city
050,51,830,Williamsburg city
050,51,840,Winchester city
040,53,000,Washington
050,53,001,Adams County
050,53,003,Asotin County
050,53,005,Benton County
050,53,007,Chelan County
050,53,009,Clallam County
050,53,011,Clark County
050,53,013,Columbia County
050,53,015,Cowlitz County
050,53,017,Douglas County
050,53,019,Ferry County
050,53,021,Franklin County
050,53,023,Garfield County
050,53,025,Grant County
050,53,027,Grays Harbor County
050,53,029,Island County
050,53,031,Jefferson County
050,53,033,King County
050,53,035,Kitsap County
050,53,037,Kittitas County
050,53,039,Klickitat County
050,53,041,Lewis County
050,53,043,Lincoln County
050,53,045,Mason County
050,53,047,Okanogan County
050,53,049,Pacific County
050,53,051,Pend Oreille County
050,53,053,Pierce County
050,53,055,San Juan County
050,53,057,Skagit County
050,53,059,Skamania County
050,53,061,Snohomish County
050,53,063,Spokane County
050,53,065,Stevens County
050,53,067,Thurston County
050,53,069,Wahkiakum County
050,53,071,Walla Walla County
050,53,073,Whatcom County
050,53,075,Whitman County
050,53,077,Yakima County
040,54,000,West Virginia
050,54,001,Barbour County
050,54,003,Berkeley County
050,54,005,Boone County
050,54,007,Braxton County
050,54,009,Brooke County
050,54,011,Cabell County
050,54,013,Calhoun County
050,54,015,Clay County
050,54,017,Doddridge County
050,54,019,Fayette County
050,54,021,Gilmer County
050,54,023,Grant County
050,54,025,Greenbrier County
050,54,027,Hampshire County
050,54,029,Hancock County
050,54,031,Hardy County
050,54,033,Harrison County
050,54,035,Jackson County
050,54,037,Jefferson County
050,54,039,Kanawha County
050,54,041,Lewis County
050,54,043,Lincoln County
050,54,045,Logan County
050,54,047,McDowell County
050,54,049,Marion County
050,54,051,Marshall County
050,54,053,Mason County
050,54,055,Mercer County
050,54,057,Mineral County
050,54,059,Mingo County
050,54,061,Monongalia County
050,54,063,Monroe County
050,54,065,Morgan County
050,54,067,Nicholas County
050,54,069,Ohio County
050,54,071,Pendleton County
050,54,073,Pleasants County
050,54,075,Pocahontas County
050,54,077,Preston County
050,54,079,Putnam County
050,54,081,Raleigh County
050,54,083,Randolph County
050,54,085,Ritchie County
050,54,087,Roane County
050,54,089,Summers County
050,54,091,Taylor County
050,54,093,Tucker County
050,54,095,Tyler County
050,54,097,Upshur County
050,54,099,Wayne County
050,54,101,Webster County
050,54,103,Wetzel County
050,54,105,Wirt County
050,54,107,Wood County
050,54,109,Wyoming County
040,55,000,Wisconsin
050,55,001,Adams County
050,55,003,Ashland County
050,55,005,Barron County
050,55,007,Bayfield County
050,55,009,Brown County
050,55,011,Buffalo County
050,55,013,Burnett County
050,55,015,Calumet County
050,55,017,Chippewa County
050,55,019,Clark County
050,55,021,Columbia County
050,55,023,Crawford County
050,55,025,Dane County
050,55,027,Dodge County
050,55,029,Door County
050,55,031,Douglas County
050,55,033,Dunn County
050,55,035,Eau Claire County
050,55,037,Florence County
050,55,039,Fond du Lac County
050,55,041,Forest County
050,55,043,Grant County
050,55,045,Green County
050,55,047,Green Lake County
050,55,049,Iowa County
050,55,051,Iron County
050,55,053,Jackson County
050,55,055,Jefferson County
050,55,057,Juneau County
050,55,059,Kenosha County
050,55,061,Kewaunee County
050,55,063,La Crosse County
050,55,065,Lafayette County
050,55,067,Langlade County
050,55,069,Lincoln County
050,55,071,Manitowoc County
050,55,073,Marathon County
050,55,075,Marinette County
050,55,077,Marquette County
050,55,078,Menominee County
050,55,079,Milwaukee County
050,55,081,Monroe County
050,55,083,Oconto County
050,55,085,Oneida County
050,55,087,Outagamie County
050,55,089,Ozaukee County
050,55,091,Pepin County
050,55,093,Pierce County
050,55,095,Polk County
050,55,097,Portage County
050,55,099,Price County
050,55,101,Racine County
050,55,103,Richland County
050,55,105,Rock County
050,55,107,Rusk County
050,55,109,St. Croix County
050,55,111,Sauk County
050,55,113,Sawyer County
050,55,115,Shawano County
050,55,117,Sheboygan County
050,55,119,Taylor County
050,55,121,Trempealeau County
050,55,123,Vernon County
050,55,125,Vilas County
050,55,127,Walworth County
050,55,129,Washburn County
050,55,131,Washington County
050,55,133,Waukesha County
050,55,135,Waupaca County
050,55,137,Waushara County
050,55,139,Winnebago County
050,55,141,Wood County
040,56,000,Wyoming
050,56,001,Albany County
050,56,003,Big Horn County
050,56,005,Campbell County
050,56,007,Carbon County
050,56,009,Converse County
050,56,011,Crook County
050,56,013,Fremont County
050,56,015,Goshen County
050,56,017,Hot Springs County
050,56,019,Johnson County
050,56,021,Laramie County
050,56,023,Lincoln County
050,56,025,Natrona County
050,56,027,Niobrara County
050,56,029,Park County
050,56,031,Platte County
050,56,033,Sheridan County
050,56,035,Sublette County
050,56,037,Sweetwater County
050,56,039,Teton County
050,56,041,Uinta County
050,56,043,Washakie County
050,56,045,Weston County
040,72,000,Puerto Rico
050,72,001,Adjuntas Municipio
050,72,003,Aguada Municipio
050,72,005,Aguadilla Municipio
050,72,007,Aguas Buenas Municipio
050,72,009,Aibonito Municipio
050,72,011,Añasco Municipio
050,72,013,Arecibo Municipio
050,72,015,Arroyo Municipio
050,72,017,Barceloneta Municipio
050,72,019,Barranquitas Municipio
050,72,021,Bayamón Municipio
050,72,023,Cabo Rojo Municipio
050,72,025,Caguas Municipio
050,72,027,Camuy Municipio
050,72,029,Canóvanas Municipio
050,72,031,Carolina Municipio
050,72,033,Cataño Municipio
050,72,035,Cayey Municipio
050,72,037,Ceiba Municipio
050,72,039,Ciales Municipio
050,72,041,Cidra Municipio
050,72,043,Coamo Municipio
050,72,045,Comerío Municipio
050,72,047,Corozal Municipio
050,72,049,Culebra Municipio
050,72,051,Dorado Municipio
050,72,053,Fajardo Municipio
050,72,054,Florida Municipio
050,72,055,Guánica Municipio
050,72,057,Guayama Municipio
050,72,059,Guayanilla Municipio
050,72,061,Guaynabo Municipio
050,72,063,Gurabo Municipio
050,72,065,Hatillo Municipio
050,72,067,Hormigueros Municipio
050,72,069,Humacao Municipio
050,72,071,Isabela Municipio
050,72,073,Jayuya Municipio
050,72,075,Juana Díaz Municipio
050,72,077,Juncos Municipio
050,72,079,Lajas Municipio
050,72,081,Lares Municipio
050,72,083,Las Marías Municipio
050,72,085,Las Piedras Municipio
050,72,087,Loíza Municipio
050,72,089,Luquillo Municipio
050,72,091,Manatí Municipio
050,72,093,Maricao Municipio
050,72,095,Maunabo Municipio
050,72,097,Mayagüez Municipio
050,72,099,Moca Municipio
050,72,101,Morovis Municipio
050,72,103,Naguabo Municipio
050,72,105,Naranjito Municipio
050,72,107,Orocovis Municipio
050,72,109,Patillas Municipio
050,72,111,Peñuelas Municipio
050,72,113,Ponce Municipio
050,72,115,Quebradillas Municipio
050,72,117,Rincón Municipio
050,72,119,Río Grande Municipio
050,72,121,Sabana Grande Municipio
050,72,123,Salinas Municipio
050,72,125,San Germán Municipio
050,72,127,San Juan Municipio
050,72,129,San Lorenzo Municipio
050,72,131,San Sebastián Municipio
050,72,133,Santa Isabel Municipio
050,72,135,Toa Alta Municipio
050,72,137,Toa Baja Municipio
050,72,139,Trujillo Alto Municipio
050,72,141,Utuado Municipio
050,72,143,Vega Alta Municipio
050,72,145,Vega Baja Municipio
050,72,147,Vieques Municipio
050,72,149,Villalba Municipio
050,72,151,Yabucoa Municipio
050,72,153,Yauco Municipio
